Date,Open,High,Low,Close,Adj Close,Volume
1962-05-15,5.793499,5.901848,5.761632,5.761632,1.290818,1765125
1962-05-16,5.761632,5.857234,5.761632,5.825366,1.305097,925710
1962-05-17,5.825366,5.825366,5.697897,5.723391,1.282252,1019850
1962-05-18,5.723391,5.755258,5.678776,5.755258,1.289391,768810
1962-05-21,5.755258,5.755258,5.685150,5.736138,1.285107,415785
1962-05-22,5.729764,5.729764,5.544933,5.544933,1.242270,1051230
1962-05-23,5.544933,5.583174,5.293180,5.293180,1.185869,3028170
1962-05-24,5.293180,5.430210,5.073295,5.073295,1.136605,4346130
1962-05-25,5.073295,5.188018,4.945825,5.079669,1.138034,4503030
1962-05-28,5.060548,5.060548,4.525175,4.601657,1.030942,4518720
1962-05-29,4.659018,4.933078,4.659018,4.882091,1.093768,4040175
1962-05-31,4.971319,5.098789,4.971319,5.003187,1.120899,4322595
1962-06-01,4.984066,4.984066,4.878904,4.907584,1.099480,2526090
1962-06-04,4.843850,4.843850,4.588910,4.588910,1.028085,1898490
1962-06-05,4.588910,4.767368,4.499681,4.641491,1.039865,3310590
1962-06-06,4.641491,4.792862,4.614404,4.659018,1.043792,3012480
1962-06-07,4.690886,4.767368,4.690886,4.716380,1.056644,1286580
1962-06-08,4.719567,4.792862,4.719567,4.732314,1.060214,1223820
1962-06-11,4.732314,4.741874,4.569790,4.576163,1.025230,1247355
1962-06-12,4.525175,4.525175,4.271829,4.271829,0.957048,3483180
1962-06-13,4.271829,4.372212,4.107712,4.112492,0.921350,4589325
1962-06-14,4.112492,4.228808,3.824092,3.900574,0.873873,6989895
1962-06-15,3.900574,4.263862,3.830465,4.251115,0.952406,6621180
1962-06-18,4.251115,4.330784,4.047164,4.203314,0.941698,4989420
1962-06-19,4.203314,4.282983,4.155513,4.282983,0.959546,2204445
1962-06-20,4.282983,4.369025,4.181007,4.181007,0.936701,3200760
1962-06-21,4.130019,4.130019,4.018483,4.024857,0.901716,3883275
1962-06-22,4.024857,4.098152,3.957935,4.079031,0.913853,3530250
1962-06-25,4.079031,4.282983,4.021670,4.238368,0.949551,3969570
1962-06-26,4.238368,4.321224,4.079031,4.079031,0.913853,3381195
1962-06-27,4.085405,4.244742,4.085405,4.244742,0.950980,3098775
1962-06-28,4.273423,4.442320,4.273423,4.384959,0.982394,4275525
1962-06-29,4.384959,4.429573,4.311663,4.324410,0.968828,2957565
1962-07-02,4.324410,4.461440,4.314850,4.461440,0.999527,1459170
1962-07-03,4.461440,4.509242,4.435946,4.480561,1.003811,2706525
1962-07-05,4.480561,4.499681,4.445507,4.461440,0.999527,2110305
1962-07-06,4.410453,4.410453,4.359465,4.397706,0.985248,1702365
1962-07-09,4.397706,4.467814,4.346718,4.464627,1.000241,1976940
1962-07-10,4.541109,4.611217,4.541109,4.572976,1.024516,3192915
1962-07-11,4.572976,4.773741,4.553856,4.772148,1.069138,3467490
1962-07-12,4.783301,4.968133,4.783301,4.831103,1.082346,3451800
1962-07-13,4.831103,4.862970,4.748247,4.796048,1.074493,2204445
1962-07-16,4.796048,4.875717,4.748247,4.875717,1.092341,1733745
1962-07-17,4.875717,4.901211,4.716380,4.717973,1.057001,1788660
1962-07-18,4.717973,4.741874,4.614404,4.655832,1.043078,2549625
1962-07-19,4.681326,4.792862,4.681326,4.684512,1.049504,2298585
1962-07-20,4.697259,4.767368,4.697259,4.741874,1.062355,713895
1962-07-23,4.741874,4.805609,4.735500,4.754621,1.065211,878640
1962-07-24,4.729127,4.729127,4.630338,4.630338,1.037367,933555
1962-07-25,4.630338,4.697259,4.572976,4.684512,1.049504,1969095
1962-07-26,4.706820,4.754621,4.706820,4.710006,1.055215,996315
1962-07-27,4.710006,4.791268,4.706820,4.791268,1.073421,996315
1962-07-30,4.821542,4.937859,4.821542,4.937859,1.106263,2981100
1962-07-31,4.937859,5.015934,4.933078,4.933078,1.105191,2902650
1962-08-01,4.920331,4.920331,4.796048,4.796048,1.074493,1278735
1962-08-02,4.799235,4.917145,4.799235,4.917145,1.101622,1561155
1962-08-03,4.917145,4.939452,4.869344,4.907584,1.099480,996315
1962-08-06,4.907584,4.926705,4.837476,4.843850,1.085202,6911445
1962-08-07,4.839069,4.839069,4.757808,4.757808,1.066135,964935
1962-08-08,4.757808,4.882091,4.722753,4.866157,1.090414,1655295
1962-08-09,4.862970,4.862970,4.781708,4.799235,1.075418,1349340
1962-08-10,4.799235,4.840663,4.781708,4.789675,1.073276,1027695
1962-08-13,4.792862,4.840663,4.792862,4.827916,1.081845,1066920
1962-08-14,4.827916,4.920331,4.819949,4.920331,1.102554,1984785
1962-08-15,4.926705,5.025494,4.926705,4.926705,1.103981,2455485
1962-08-16,4.926705,5.006373,4.917145,4.923518,1.103268,1333650
1962-08-17,4.923518,4.990440,4.920331,4.964946,1.112552,933555
1962-08-20,4.990440,5.063735,4.990440,5.019120,1.124691,1890645
1962-08-21,5.019120,5.073295,4.996813,5.006373,1.121833,1357185
1962-08-22,5.015934,5.245379,5.015934,5.213512,1.168250,3459645
1962-08-23,5.213512,5.286807,5.191205,5.232632,1.172534,3059550
1962-08-24,5.232632,5.239006,5.194391,5.213512,1.168250,1310115
1962-08-27,5.213512,5.248566,5.194391,5.200765,1.165394,957090
1962-08-28,5.197578,5.197578,5.015934,5.015934,1.123976,2879115
1962-08-29,5.015934,5.047801,4.949012,4.984066,1.116835,2635920
1962-08-30,4.984066,5.028681,4.933078,4.942639,1.107552,996315
1962-08-31,4.952199,5.070108,4.952199,5.050988,1.131832,1286580
1962-09-04,5.050988,5.117909,4.920331,4.939452,1.106839,1702365
1962-09-05,4.939452,4.996813,4.862970,4.882091,1.093985,2353500
1962-09-06,4.882091,4.956979,4.856597,4.945825,1.108267,1898490
1962-09-07,4.945825,4.982473,4.872530,4.872530,1.091842,1380720
1962-09-10,4.872530,4.929892,4.811982,4.898024,1.097555,1890645
1962-09-11,4.898024,4.942639,4.856597,4.869344,1.091128,1616070
1962-09-12,4.875717,4.926705,4.875717,4.890057,1.095769,1365030
1962-09-13,4.890057,4.926705,4.886871,4.888464,1.095413,886485
1962-09-14,4.888464,4.958572,4.882091,4.949012,1.108980,1145370
1962-09-17,4.958572,5.044614,4.958572,5.035054,1.128261,1529775
1962-09-18,5.035054,5.097196,4.990440,4.996813,1.119692,2384880
1962-09-19,4.996813,5.015934,4.923518,4.923518,1.103268,1537620
1962-09-20,4.923518,4.964946,4.872530,4.878904,1.093271,925710
1962-09-21,4.875717,4.875717,4.786488,4.802422,1.076132,2235825
1962-09-24,4.748247,4.748247,4.611217,4.614404,1.034001,2745750
1962-09-25,4.614404,4.706820,4.576163,4.706820,1.054711,2557470
1962-09-26,4.706820,4.713193,4.531549,4.531549,1.015435,2149530
1962-09-27,4.531549,4.585723,4.442320,4.461440,0.999725,3012480
1962-09-28,4.464627,4.544296,4.464627,4.506055,1.009722,1482705
1962-10-01,4.506055,4.506055,4.337157,4.338751,0.972233,1937715
1962-10-02,4.375398,4.477374,4.375398,4.466221,1.000796,2965410
1962-10-03,4.466221,4.537922,4.423199,4.442320,0.995441,1882800
1962-10-04,4.442320,4.563416,4.423199,4.560229,1.021862,1365030
1962-10-05,4.560229,4.612811,4.528362,4.592097,1.029002,1820040
1962-10-08,4.592097,4.608031,4.576163,4.585723,1.027574,666825
1962-10-09,4.601657,4.684512,4.601657,4.668579,1.046142,1239510
1962-10-10,4.668579,4.738687,4.553856,4.577757,1.025789,1898490
1962-10-11,4.577757,4.633525,4.528362,4.537922,1.016862,1427790
1962-10-12,4.537922,4.547482,4.486934,4.528362,1.014720,1090455
1962-10-15,4.550669,4.678139,4.550669,4.678139,1.048284,972780
1962-10-16,4.678139,4.697259,4.557043,4.557043,1.021147,1317960
1962-10-17,4.557043,4.652645,4.531549,4.608031,1.032572,1443480
1962-10-18,4.608031,4.639898,4.526769,4.526769,1.014364,1027695
1962-10-19,4.526769,4.537922,4.435946,4.437540,0.994369,2479020
1962-10-22,4.396112,4.396112,4.318037,4.372212,0.979730,2871270
1962-10-23,4.372212,4.372212,4.206501,4.206501,0.942598,2635920
1962-10-24,4.206501,4.333971,4.104525,4.333971,0.971162,3859740
1962-10-25,4.333971,4.340344,4.231995,4.314850,0.966877,2800665
1962-10-26,4.295730,4.295730,4.196941,4.225621,0.946882,1623915
1962-10-29,4.308477,4.394519,4.308477,4.391332,0.984014,3687150
1962-10-30,4.391332,4.486934,4.348311,4.483748,1.004724,2769285
1962-10-31,4.474187,4.474187,4.388145,4.410453,0.988300,1231665
1962-11-01,4.410453,4.486934,4.359465,4.486934,1.005438,2086770
1962-11-02,4.486934,4.714786,4.423199,4.553856,1.020434,3279210
1962-11-05,4.579350,4.643085,4.579350,4.608031,1.032790,1812195
1962-11-07,4.608031,4.671765,4.537922,4.604844,1.032075,1827885
1962-11-08,4.604844,4.652645,4.528362,4.528362,1.014933,1333650
1962-11-09,4.550669,4.608031,4.550669,4.604844,1.032075,1153215
1962-11-12,4.659018,4.767368,4.659018,4.760994,1.067073,2275050
1962-11-13,4.760994,4.786488,4.674952,4.674952,1.047789,2212290
1962-11-14,4.681326,4.786488,4.681326,4.773741,1.069931,1929870
1962-11-15,4.773741,4.835883,4.748247,4.748247,1.064216,2180910
1962-11-16,4.748247,4.824729,4.703633,4.824729,1.081358,1569000
1962-11-19,4.824729,4.824729,4.741874,4.741874,1.062788,980625
1962-11-20,4.767368,4.823136,4.767368,4.797642,1.075287,1176750
1962-11-21,4.797642,4.840663,4.773741,4.808795,1.077787,1670985
1962-11-23,4.808795,4.945825,4.783301,4.945825,1.108499,2894805
1962-11-26,4.945825,5.031867,4.926705,4.955386,1.110642,2243670
1962-11-27,4.955386,5.044614,4.926705,5.031867,1.127784,1812195
1962-11-28,5.041428,5.111536,5.041428,5.066922,1.135641,2784975
1962-11-29,5.066922,5.111536,5.057361,5.111536,1.145641,1835730
1962-11-30,5.111536,5.121096,5.063735,5.079669,1.138498,1365030
1962-12-03,5.028681,5.028681,4.974506,4.990440,1.118499,1349340
1962-12-04,5.003187,5.109943,5.003187,5.101976,1.143497,1843575
1962-12-05,5.101976,5.175271,5.082855,5.082855,1.139212,2243670
1962-12-06,5.082855,5.146590,5.073295,5.079669,1.138498,1451325
1962-12-07,5.079669,5.133843,5.066922,5.066922,1.135641,1168905
1962-12-10,5.066922,5.108349,4.958572,4.958572,1.111356,1545465
1962-12-11,4.958572,5.003187,4.923518,4.939452,1.107071,1184595
1962-12-12,4.964946,5.028681,4.964946,5.019120,1.124927,808035
1962-12-13,5.019120,5.044614,4.939452,4.945825,1.108499,1176750
1962-12-14,4.945825,4.980880,4.913958,4.964946,1.112784,1043385
1962-12-17,4.964946,4.996813,4.894837,4.907584,1.099929,949245
1962-12-18,4.907584,4.949012,4.862970,4.872530,1.092071,917865
1962-12-19,4.872530,5.003187,4.872530,4.998407,1.120285,1012005
1962-12-20,4.998407,5.060548,4.998407,4.998407,1.120285,1333650
1962-12-21,4.998407,5.015934,4.910771,4.910771,1.100642,941400
1962-12-24,4.944232,5.022307,4.944232,5.022307,1.125640,713895
1962-12-26,5.022307,5.060548,5.000000,5.019120,1.124927,760965
1962-12-27,5.019120,5.044614,4.964946,4.984066,1.117070,823725
1962-12-28,4.984066,5.009560,4.977693,5.003187,1.121356,611910
1962-12-31,5.003187,5.031867,4.964946,4.971319,1.114213,1098300
1963-01-02,4.971319,4.971319,4.898024,4.904398,1.099214,2502555
1963-01-03,4.913958,5.054175,4.913958,5.054175,1.132784,1176750
1963-01-04,5.060548,5.108349,5.060548,5.060548,1.134212,1608225
1963-01-07,5.060548,5.108349,5.009560,5.019120,1.124927,925710
1963-01-08,5.060548,5.143403,5.060548,5.143403,1.152782,1890645
1963-01-09,5.143403,5.194391,5.114723,5.146590,1.153496,2000475
1963-01-10,5.159337,5.213512,5.159337,5.181644,1.161353,1623915
1963-01-11,5.181644,5.197578,5.149777,5.197578,1.164924,1412100
1963-01-14,5.197578,5.286807,5.197578,5.280433,1.183494,2588850
1963-01-15,5.280433,5.328235,5.258126,5.289994,1.185638,2180910
1963-01-16,5.283620,5.283620,5.188018,5.207138,1.167066,1325805
1963-01-17,5.216699,5.286807,5.216699,5.274060,1.182065,1270890
1963-01-18,5.274060,5.296367,5.232632,5.258126,1.178494,894330
1963-01-21,5.258126,5.277247,5.207138,5.277247,1.182779,917865
1963-01-22,5.277247,5.337795,5.277247,5.286807,1.184922,972780
1963-01-23,5.286807,5.309114,5.270873,5.280433,1.183494,690360
1963-01-24,5.280433,5.334608,5.277247,5.302741,1.188494,972780
1963-01-25,5.302741,5.334608,5.277247,5.334608,1.195636,729585
1963-01-28,5.350542,5.411090,5.350542,5.411090,1.212778,1663140
1963-01-29,5.411090,5.411090,5.372849,5.376036,1.204921,776655
1963-01-30,5.376036,5.382409,5.328235,5.347355,1.198493,753120
1963-01-31,5.347355,5.404716,5.328235,5.401530,1.210636,1043385
1963-02-01,5.401530,5.415870,5.391969,5.401530,1.210636,564840
1963-02-04,5.401530,5.407903,5.350542,5.356915,1.200636,658980
1963-02-05,5.356915,5.376036,5.321861,5.366475,1.203064,800190
1963-02-06,5.366475,5.401530,5.331421,5.331421,1.195207,737430
1963-02-07,5.340982,5.385596,5.340982,5.340982,1.197350,682515
1963-02-08,5.340982,5.372849,5.328235,5.353728,1.200207,627600
1963-02-11,5.353728,5.363289,5.325048,5.325048,1.193778,478545
1963-02-12,5.325048,5.334608,5.267686,5.334608,1.195922,957090
1963-02-13,5.334608,5.353728,5.321861,5.321861,1.193063,658980
1963-02-14,5.323454,5.363289,5.323454,5.325048,1.193778,878640
1963-02-15,5.325048,5.350542,5.321861,5.337795,1.196635,596220
1963-02-18,5.337795,5.347355,5.325048,5.326641,1.194135,470700
1963-02-19,5.326641,5.331421,5.280433,5.283620,1.184491,800190
1963-02-20,5.270873,5.270873,5.219885,5.239006,1.174489,941400
1963-02-21,5.239006,5.239006,5.175271,5.229446,1.172346,878640
1963-02-25,5.226259,5.226259,5.149777,5.149777,1.154485,635445
1963-02-26,5.149777,5.216699,5.133843,5.184831,1.162344,847260
1963-02-27,5.184831,5.215105,5.162524,5.165711,1.158058,462855
1963-02-28,5.165711,5.168897,5.086042,5.095602,1.142341,1176750
1963-03-01,5.095602,5.143403,5.063735,5.063735,1.135197,1074765
1963-03-04,5.098789,5.156150,5.098789,5.143403,1.153057,784500
1963-03-05,5.143403,5.143403,5.117909,5.121096,1.148056,478545
1963-03-06,5.121096,5.160931,5.101976,5.160931,1.156986,439320
1963-03-07,5.181644,5.223072,5.181644,5.210325,1.168059,753120
1963-03-08,5.210325,5.223072,5.188018,5.207138,1.167344,415785
1963-03-11,5.207138,5.235819,5.200765,5.203952,1.166630,509925
1963-03-12,5.203952,5.223072,5.191205,5.200765,1.165915,368715
1963-03-13,5.200765,5.229446,5.200765,5.210325,1.168059,478545
1963-03-14,5.210325,5.270873,5.194391,5.226259,1.171631,619755
1963-03-15,5.226259,5.274060,5.207138,5.267686,1.180918,533460
1963-03-18,5.267686,5.296367,5.216699,5.219885,1.170203,486390
1963-03-19,5.219885,5.239006,5.207138,5.226259,1.171631,431475
1963-03-20,5.232632,5.293180,5.232632,5.277247,1.183062,517770
1963-03-21,5.277247,5.289994,5.239006,5.242192,1.175203,831570
1963-03-22,5.242192,5.286807,5.239006,5.280433,1.183776,447165
1963-03-25,5.280433,5.296367,5.270873,5.270873,1.181632,502080
1963-03-26,5.277247,5.328235,5.277247,5.305927,1.189491,847260
1963-03-27,5.325048,5.366475,5.325048,5.366475,1.203064,886485
1963-03-28,5.366475,5.395156,5.353728,5.363289,1.202351,862950
1963-03-29,5.363289,5.382409,5.353728,5.366475,1.203064,502080
1963-04-01,5.366475,5.376036,5.356915,5.366475,1.203064,713895
1963-04-02,5.366475,5.382409,5.321861,5.321861,1.193063,588375
1963-04-03,5.328235,5.388783,5.328235,5.382409,1.206637,541305
1963-04-04,5.417463,5.479605,5.417463,5.466858,1.225568,1357185
1963-04-05,5.478011,5.634162,5.478011,5.634162,1.263076,1670985
1963-04-08,5.669216,5.745698,5.669216,5.731358,1.284865,1663140
1963-04-09,5.731358,5.742511,5.646909,5.669216,1.270934,1294425
1963-04-10,5.669216,5.681963,5.570427,5.638942,1.264147,972780
1963-04-11,5.638942,5.729764,5.611855,5.688337,1.275220,1341495
1963-04-15,5.688337,5.723391,5.646909,5.685150,1.274506,870795
1963-04-16,5.685150,5.701083,5.643722,5.643722,1.265219,682515
1963-04-17,5.643722,5.656469,5.602294,5.615041,1.258788,502080
1963-04-18,5.615041,5.659656,5.615041,5.615041,1.258788,305955
1963-04-19,5.646909,5.736138,5.646909,5.736138,1.285936,800190
1963-04-22,5.774379,5.854047,5.774379,5.825366,1.305940,1184595
1963-04-23,5.825366,5.876354,5.806246,5.876354,1.317371,878640
1963-04-24,5.885915,5.946463,5.885915,5.895475,1.321658,894330
1963-04-25,5.895475,5.927342,5.863607,5.922562,1.327730,729585
1963-04-26,5.922562,5.991077,5.895475,5.991077,1.343089,666825
1963-04-29,5.991077,6.048438,5.946463,5.971957,1.338803,549150
1963-04-30,5.971957,6.003824,5.889101,5.911409,1.325230,910020
1963-05-01,5.911409,5.971957,5.892288,5.927342,1.328801,627600
1963-05-02,5.930529,5.981517,5.930529,5.975143,1.339517,384405
1963-05-03,5.975143,5.976737,5.933716,5.933716,1.330230,321645
1963-05-06,5.924156,5.924156,5.841300,5.841300,1.309512,619755
1963-05-07,5.841300,5.892288,5.831740,5.867192,1.315604,564840
1963-05-08,5.879541,5.991077,5.879541,5.991077,1.343382,776655
1963-05-09,5.991077,6.061185,5.991077,5.997451,1.344812,1176750
1963-05-10,5.997451,6.054812,5.962396,6.054812,1.357675,494235
1963-05-13,6.051625,6.051625,5.994264,6.007011,1.346956,400095
1963-05-14,6.007011,6.022945,5.978330,5.997451,1.344812,470700
1963-05-15,5.997451,6.032505,5.997451,6.016571,1.349098,549150
1963-05-16,6.016571,6.042065,5.978330,5.991077,1.343382,470700
1963-05-17,5.991077,6.048438,5.943276,5.952836,1.334807,478545
1963-05-20,5.952836,5.971957,5.898662,5.898662,1.322660,455010
1963-05-21,5.898662,5.952836,5.889101,5.952836,1.334807,541305
1963-05-22,5.952836,6.042065,5.933716,5.940089,1.331949,353025
1963-05-23,5.940089,5.965583,5.920969,5.920969,1.327662,345180
1963-05-24,5.920969,5.956023,5.889101,5.901848,1.323375,305955
1963-05-27,5.895475,5.895475,5.838113,5.838113,1.309084,478545
1963-05-28,5.860421,5.911409,5.860421,5.863607,1.314800,470700
1963-05-29,5.901848,5.991077,5.901848,5.991077,1.343382,580530
1963-05-31,6.016571,6.099426,6.016571,6.083493,1.364105,1121835
1963-06-03,6.083493,6.102613,6.032505,6.032505,1.352673,886485
1963-06-04,6.032505,6.083493,6.016571,6.042065,1.354816,611910
1963-06-05,6.042065,6.067559,5.984704,5.991077,1.343382,517770
1963-06-06,5.991077,6.016571,5.965583,5.991077,1.343382,305955
1963-06-07,5.991077,5.997451,5.962396,5.968770,1.338380,376560
1963-06-10,5.968770,5.968770,5.889101,5.892288,1.321231,690360
1963-06-11,5.901848,5.962396,5.901848,5.927342,1.329091,290265
1963-06-12,5.927342,5.984704,5.901848,5.968770,1.338380,580530
1963-06-13,5.968770,6.042065,5.889101,5.908222,1.324803,470700
1963-06-14,5.908222,5.936902,5.889101,5.905035,1.324090,353025
1963-06-17,5.905035,5.908222,5.844487,5.854047,1.312657,447165
1963-06-18,5.854047,5.908222,5.844487,5.844487,1.310513,556995
1963-06-19,5.844487,5.860421,5.818993,5.825366,1.306225,682515
1963-06-20,5.825366,5.825366,5.739324,5.796686,1.299794,1239510
1963-06-21,5.799873,5.822180,5.799873,5.806246,1.301939,572685
1963-06-24,5.806246,5.828553,5.723391,5.723391,1.283359,815880
1963-06-25,5.723391,5.793499,5.685150,5.694710,1.276927,706050
1963-06-26,5.694710,5.697897,5.592734,5.592734,1.254062,1302270
1963-06-27,5.592734,5.637349,5.506692,5.535373,1.241199,1427790
1963-06-28,5.551307,5.586361,5.551307,5.560867,1.246916,682515
1963-07-01,5.560867,5.560867,5.430210,5.436584,1.219048,1561155
1963-07-02,5.462078,5.589547,5.462078,5.589547,1.253347,1223820
1963-07-03,5.599108,5.646909,5.599108,5.630975,1.262636,1074765
1963-07-05,5.637349,5.672403,5.637349,5.672403,1.271926,470700
1963-07-08,5.659656,5.659656,5.551307,5.557680,1.246202,627600
1963-07-09,5.557680,5.650096,5.535373,5.619822,1.260136,682515
1963-07-10,5.608668,5.608668,5.548120,5.570427,1.249061,674670
1963-07-11,5.570427,5.608668,5.532186,5.532186,1.240486,643290
1963-07-12,5.532186,5.564054,5.500319,5.500319,1.233339,596220
1963-07-15,5.500319,5.532186,5.470045,5.513066,1.236199,847260
1963-07-16,5.513066,5.554493,5.509879,5.548120,1.244058,831570
1963-07-17,5.548120,5.602294,5.503505,5.519439,1.237628,847260
1963-07-18,5.519439,5.541746,5.474825,5.474825,1.227624,949245
1963-07-19,5.474825,5.487572,5.455704,5.471638,1.226908,745275
1963-07-22,5.471638,5.487572,5.436584,5.455704,1.223336,627600
1963-07-23,5.455704,5.513066,5.439771,5.439771,1.219763,878640
